gene	PAPmneg1	PAPmneg2	PAPmpos1	PAPmpos2	SCCmneg1	SCCmneg2	SCCmpos1	SCCmpos2
AC124510.2	0	0	0	0	0	0	0	0
AC124516.1	5.63	0	11.294	6.014	6.974	9.645	5.592	2.524
AC124516.2	0	0	0	2	1	0	0	0
AC124516.3	0	0	0	0	0	0	0	0
AC124524.1	0	0	0	0	0	0	0	0
AC124524.2	0	0	0	0	0	1	0	0
AC124537.1	0	0	0	0	0	0	0	0
AC124537.2	0	0	0	0	0	0	0	1
AC124542.1	0	0	0	0	0	0	0	0
AC124549.1	0	0	2	0	0	0	0	1
AC124549.2	0	0	0	0	0	0	0	0
AC124549.3	0	0	1	0	0	0	0	1
AC124555.1	0	0	0	0	0	0	0	0
AC124556.1	14	2	16	10	7	3	6	10
AC124561.1	0	0	0	0	0	0	1.067	0
AC124561.2	0	0	0	0	0	0	0	0
AC124562.1	0	0	0	0	0	0	0	0
AC124562.2	3	0	1	0	0	0	0	0
AC124569.1	0	0	0	0	0	0	0	0
AC124569.2	0	0	0	0	0	0	0	0
AC124569.3	0	0	0	0	0	0	0	0
AC124569.4	0	0	0	0	0	0	0	0
AC124572.1	1	0	1	0	0	0	1	0
AC124572.2	1	0	1	0	0	1	0	1
AC124577.1	0	0	0	0	0	1	0	0
AC124577.2	38.969	39.946	57.707	46.567	67	35.05	62.484	45.441
AC124579.1	0	0	2	1	0	3	0	2.359
AC124581.1	2	0	2	1	0	0	0	1
AC124581.2	0	0	0	0	0	0	0	0
AC124581.3	0	0	0	0	0	0	0	0
AC124581.4	1	0	1	0	0	3	3	1
AC124585.1	1	0	1	0	0	0	0	0
AC124586.1	0	0	0	0	0	0	1	0
AC124595.1	0	0	0	0	0	0	0	0
AC124601.1	0	1.081	0	0	1.548	0	0	0
AC124601.2	11.837	8.735	24.937	24.295	12.284	35.7	23.55	43.364
AC124603.1	0	0	0	0	0	0	0	2
AC124613.1	0	0	0	0	0	0	0	0
AC124675.1	0	0	0	0	0	0	0	0
AC124680.1	0	0	0	0	0	0	0	0
AC124686.1	0	0	0	0	0	0	0	0
AC124687.1	0	0	0	0	0	0	0	0
AC124687.2	8	15	14	17	6	15	26	15
AC124687.3	0	0	0	0	0	2	0	0
AC124687.4	0	0	0	0	1	0	0	2
AC124687.5	0	0	0	0	0	0	0	0
AC124709.1	0	0	0	0	0	0	0	0
AC124709.2	104.602	84.435	117.021	78.347	143.336	155.02	71.938	121.438
AC124709.3	0	2.426	0	0	0	0	0	0
AC124712.1	32.752	28.959	39.009	40.184	4.185	55.335	42.04	55.552
AC124715.1	0	0	0	0	0	0	0	0
AC124715.2	0	0	0	0	0.999	0	0	0
AC124729.1	0	0	0	0	0	0	0	0
AC124732.1	0	0	0	0	0	0	1.003	0
AC124732.2	0	0	0	0	0	0	0	0
AC124732.3	3.186	0.986	3.391	3.699	0.993	2.201	5.446	5.382
AC124732.4	1	2	0	0	0	0	0	0
AC124736.1	0	0	0	0	0	0	0	0
AC124739.1	0	0	0	0	0	0	0	1
AC124739.2	0	0	0	0	0	0	0	0
AC124742.1	0	0	0	0	0	0	0	0
AC124746.1	0	0	0	0	0	0	0	0
AC124746.2	0	0	0	0	0	0	0	0
AC124751.1	0	0	0	0	0	0	0	0
AC124752.1	5.134	3.259	2.174	3.445	3.246	1.012	1.047	2.107
AC124772.1	0	0	0	0	0	0	0	0
AC124772.2	0	0	0	0	0	0	0	0
AC124772.3	1.258	0	0	0	0	0	4.21	0
AC124778.1	0	0	0	0	0	0	0	0
AC124778.2	0	0	0	0	0	1	1	1
AC124826.1	0	0	0	0	0	0	0	0
AC125019.1	2.023	0	0	0	0	1.009	2.022	1.004
AC125020.1	1.004	1	6	4.068	4	1	3	1
AC125020.2	0	0	0	0	1	0	0	0
AC125041.1	0	0	0	0	0	0	0	0
AC125064.1	0	0	0	0	0	0	1	0
AC125070.1	0	0	0	0	0	0	0	0
AC125074.1	0	0	0	0	0	0	1.065	0
AC125087.1	0	0	0	0	0	0	0	0
AC125095.1	0	0	5	0	0	1.656	1	0
AC125099.2	0	0	0	5.965	17.35	0	0	0
AC125108.1	0	0	1.557	2	0	1	0	0
AC125117.1	3.072	1.015	1.017	0	4.106	0	2.048	6.169
AC125117.2	0	0	0	0	0	0	0	0
AC125167.1	0	22.337	12.312	0	0	8.528	6.582	8.946
AC125190.1	0	0	0	0	0	0	0	0
AC125190.2	0	0	0	0	0	0	0	0
AC125190.3	0	0	0	0	0	0	0	0
AC125206.1	0	0	0	0	0	0	0	0
AC125206.2	0	0	0	0	0	0	0	0
AC125209.1	0	0	0	0	0	0	0	0
AC125223.1	0	0	4	0	2	0	0	6
AC125223.2	1	1	0	1	0	0	0	2
AC125223.3	0	0	0	0	0	0	0	0
AC125311.1	0	0	0	0	0	0	0	0
AC125311.2	36.552	43.713	40.994	57.493	33.684	60.88	55.669	61.171
AC125328.1	1	0	0	0	0	0	1	0
AC125350.1	0	0	0	0	0	0	0	0
AC125350.2	1	0	2	4	2	2	3	2
AC125350.3	0	0	0	0	0	0	0	0
AC125350.4	0	0	0	0	0	0	0	0
AC125350.5	5	0	18	15	7	5	9	6
AC125351.1	73	97	73	178	70	143	156	212
AC125374.1	11.531	4.56	13.144	2.151	2.456	6.312	4.376	3.242
AC125374.2	0	0	0	0	1.496	0	0	0
AC125374.3	0	0	0	0	0	0	0	0
AC125379.1	0	0	0	0	0	0	0	0
AC125399.1	8.89	5.228	3.111	2.061	11.477	5.184	2.078	11.397
AC125405.1	3.369	7.701	6.418	6.002	4.001	5.001	10.388	4.001
AC125405.2	0	0	0	0	0	0	0	0
AC125409.1	5	4	3	2	0	2	0	2
AC125409.2	0	1	0	0	2	0	0	0
AC125409.3	0	0	0	0	0	0	0	0
AC125444.1	0	0	0	0	0	0	0	0
AC125464.1	0	0	0	0	0	0	0	0
AC125484.1	0	0	1	0	0	0	0	0
AC125486.1	0	0	0	0	0	0	0	0
AC125487.1	0	1	3	2	0	0	1	0
AC125487.2	0	4	15	0	1	3	4	3
AC125488.1	0	0	0	0	0	0	0	0
AC125488.2	0	1	0	1	0	2	0	0
AC125523.1	0	0	0	0	0	0	0	0
AC125531.1	0	0	0	0	0	0	0	0
AC125539.1	0	0	0	0	0	0	0	0
AC125539.2	0	0	0	0	0	0	0	0
AC125543.1	0	0	0	0	0	0	0	0
AC125543.2	0	0	0	0	0	0	0	0
AC125543.3	0	4	4.703	8.001	5	4.163	10.382	9.528
AC125543.4	32.65	39.831	36.414	22.682	40.895	60.149	54.042	33.097
AC126028.1	1	1	3	0	1	0	3	2
AC126028.2	26.607	11.538	28.363	20.668	19.714	15.084	15.727	13.374
AC126033.1	2.004	1.805	0	1	1.003	2.003	0	3.01
AC126043.1	1	0	0	0	0	0	0	0
AC126250.1	104.384	60.403	144.848	131.589	99.984	114.755	140.971	138.207
AC126251.1	0	0	0	0	1	0	1.02	0
AC126253.1	0	0	1.459	0	0	0	1.119	0
AC126253.2	1	0	1.998	0	0	1	0.992	0
AC126257.1	3.713	3	2	3.195	2	1	4	6.724
AC126257.2	0	0	0	0	0	0	0	0
AC126262.1	1.054	0	2.109	2.109	0	1.035	1.201	3.14
AC126267.1	0	0	0	0	0	0	0	0
AC126275.1	0	0	0	0	0	0	0	0
AC126275.2	0	0	0	0	0	0	0	0
AC126408.1	2.654	0	1.091	0	1.071	0	2.419	4.129
AC126439.1	1	1	0	3	2.007	3	1.002	3
AC126440.1	0	0	0	0	0	0	0	0
AC126444.1	0	0	0	1	3	1	0	0
AC126459.1	0	0	0	0	0	0	0	0
AC126549.1	0	0	0	1	0	1	1	0
AC126549.2	0	0	0	0	0	1	0	0
AC126554.1	0	0	0	0	0	0	0	0
AC126554.2	0	0	0	0	0	0	0	0
AC126554.3	0	0	0	0	0	0	0	0
AC126554.4	0	0	0	0	0	0	0	0
AC126672.1	0	0	5.085	0	3.363	0	0	0
AC126673.1	0	0	0	0	0	0	0	0
AC126673.2	0	0	0	0	0	0	0	0
AC126673.3	0	0	2.013	0	0	1.003	0	0
AC126685.1	0	0	0	0	0	0	0	0
AC126690.1	0	0	0	0	0	0	0	0
AC126691.1	0	0	0	0	0	0	0	0
AC126691.2	0	0	0	0	0	0	0	0
AC126799.1	0	7.165	3.45	1.106	4.607	5.315	3.467	3.43
AC126804.1	110.999	90.664	101.045	151.492	87.025	111.035	202.794	143.112
AC126805.1	0	0	0	0	0	0	0	0
AC126806.1	0	0	0	1	0	0	0	0
AC126939.1	1	0	0	0	0	0	0	0
AC126939.2	0	0	0	0	0	0	0	0
AC126939.3	0	0	0	0	0	0	0	0
AC126939.4	0	0	0	0	0	0	0	0
AC127224.1	0	0	0	0	0	0	0	0
AC127242.1	2.63	0	7.514	9.195	0	7.157	2.382	3.387
AC127242.2	0	0	0	0	0	0	0	0
AC127242.3	0	0	0	1.39	0	0	0	3.299
AC127242.4	1.045	2	2.006	1.063	0	4.298	1.032	3.106
AC127254.1	0	0	2.299	0	1.219	0	0	0
AC127270.1	0	0	0	0	0	0	0	0
AC127270.2	1	0	0	0	1	0	0	0
AC127279.1	0	0	0	0	0	0	0	0
AC127281.1	134.328	71.947	222.771	123.481	55.227	100.569	96.237	165.634
AC127302.1	2.641	4.567	2.098	3.647	0	4.427	0	5.891
AC127302.2	0	0	0	0	0	0	0	0
AC127302.3	4	0	0	1.03	0	1.2	0	2.116
AC127337.1	0	0	0	0	0	0	0	0
AC127349.1	0	0	0	0	0	0	0	0
AC127371.1	0	0	0	0	0	0	0	0
AC127371.2	0	0	0	0	0	0	0	0
AC127371.3	0	1	0	0	0	0	0	0
AC127562.1	0	0	0	0	0	0	1.154	0
AC127578.1	0	1	0	0	0	0	0	0
AC127581.1	0	0	0	0	0	0	0	0
AC127583.1	1.083	3.648	3.906	0.958	4.553	0	0	0
AC127596.1	4	7	6	9	1	6	3	8
AC127597.1	0	1	1.005	1.005	0	1.003	0	0
AC127597.2	0	0	0	0	0	0	0	0
AC129017.1	0	0	0	0	0	0	0	0
AC129017.2	0	0	0	0	0	0	0	0
AC129019.1	0	1.033	3.146	1.034	2.097	0	2.099	0
AC129019.2	0	0	0	0	0	0	0	0
AC129085.1	9.617	4.641	18.934	8.507	3.254	10.915	7.891	9.004
AC129085.2	32.999	54.694	104.423	49.939	23.611	112.655	37.101	117.091
AC129085.3	5	2	1	0	4	2	0	1
AC129085.4	3	6	2	2	10	2	11	0
AC129085.5	0	0	1	1	0	1	0	0
AC129202.1	0	0	0	0	0	0	0	0
AC129202.2	0	0	0	0	0	0	0	0
AC129202.3	0	0	0	0	0	0	0	0
AC129208.1	4.371	0	1	1.591	0	3.53	7.632	0
AC129208.2	0	0	0	0	0	0	0	0
AC129217.1	9.172	10.468	6.58	9.275	17.467	7.572	18.581	9.16
AC129219.1	0	0	0	2	1	0	3	2
AC129219.2	0	0	0	0	0	0	0	0
AC129219.3	0	0	0	0	0	0	0	0
AC129308.1	0	2	2	0	3	1	0	2
AC129308.2	0	0	0	0	0	0	0	0
AC129308.3	0	0	0	0	0	0	0	0
AC129323.1	0	0	0	0	0	0	0	0
AC129336.1	0	0	1	0	0	0	0	0
AC129336.2	0	0	0	0	0	0	0	0
AC129537.1	0	0	0	0	0	0	0	0
AC129541.1	0	0	0	0	0	0	0	0
AC129590.1	0	0	0	0	0	0	0	0
AC129597.1	10	5	18	14	2	1	8	3
AC129931.1	6	0	4	0	3	0	0	3
AC129935.1	0	0	0	0	0	0	0	0
AC129975.1	41.96	18.791	35.076	12.885	30.312	13.977	45.717	24.122
AC129975.2	0	0	1	2	0	0	0	0
AC130217.1	0	0	0	0	0	0	0	2
AC130217.2	0	0	0	0	0	0	0	0
AC130219.1	2	1	0	2	1	3	0	4
AC130219.2	0	0	0	0	0	1	0	0
AC130222.1	0	0	0	1	0	0	0	0
AC130477.1	0	0	1.004	0	0	1.006	2.013	1.006
AC130477.2	0	0	0	0	0	0	0	0
AC130536.1	0	0	0	0	0	0	0	0
AC130547.1	0	0	0	0	0	0	0	0
AC130661.1	0	0	0	0	0	0	0	1
AC130669.1	49.096	51.705	46.161	46.168	30.182	44.887	44.148	56.149
AC130671.1	1.03	0	0	0	4.128	0	0	0
AC130671.2	0	0	0	0	0	0	0	0
AC130671.3	0	1	0	0	0	0	0	0
AC130673.1	0	0	0	1	0	0	0	0
AC130673.2	0	0	0	0	0	0	0	1.117
AC130711.1	0	0	0	0	0	0	0	0
AC130713.1	0	0	0	0	0	1.118	0	0
AC130821.1	0	0	0	0	0	0	0	0
AC130823.1	0	0	0	0	0	0	0	0
AC130823.2	0	0	0	0	0	0	0	0
AC130827.1	0	0	0	1	0	0	0	1.519
AC130829.1	0	0	0	0	0	0	0	3.273
AC130829.2	0	0	3.334	1.103	2.027	2.421	1	4
AC130829.3	0	0	0	0	0	0	0	0
AC130831.1	7.343	1.303	12.561	8.898	10.027	0	9.531	0
AC131029.1	2.659	0	1.561	1	0	0	1.712	1.202
AC131029.2	0	0	0	0	0.999	0	0	0
AC131033.1	103.048	110.692	164.922	125.811	136.984	178.534	115.359	181.892
AC131033.2	0	0	0	0	0	0	0	0
AC131068.1	0	0	0	0	0	0	0	0
AC131068.2	0	0	0	0	0	0	0	0
AC131068.3	0	0	0	0	0	0	0	0
AC131081.1	2	0	0	0	4.001	1	1.999	0
AC131085.1	0	0	0	0	0	0	0	0
AC131100.1	0	0	0	0	0	0	0	0
AC131100.2	0	0	0	0	0	0	0	0
AC131104.1	1	0	1	0	0	0	0	0
AC131117.1	0	0	3.054	0	0	0	0	0
AC131117.2	0	0	2	0	0	0	2	0
AC131120.1	4	1	0	0	5	2	0	2
AC131178.1	6.233	9.229	20.336	8.869	7.847	2.741	12.334	10.311
AC131187.1	0	0	0	0	0	0	0	0
AC131187.2	1.187	1.216	0	0	0	0	1.189	3.903
AC131329.1	0	0	0	0	0	0	0	0
AC131330.1	0	0	0	0	0	0	0	0
AC131586.1	0	3	0	0	1	0	0	0
AC131586.2	2	5	2	3	11	0	11	5
AC131586.3	0	1.443	1.463	4.849	2.639	4.403	0	17.258
AC131586.4	0	3	4	4	3	2	4	1
AC131654.1	0	0	0	0	0	0	0	0
AC131660.1	0	0	0	4	22	0	44	0
AC131667.1	0	0	0	0	0	0	0	0
AC131677.1	0	0	0	0	0	1	0	0
AC131687.1	27	15	38	23	26	17	22	19
AC131690.1	0	1.003	1.004	1	0	0	0	0
AC131709.1	2.138	2.148	6.55	1.021	5.173	1.031	9.469	0
AC131710.1	0	0	0	0	0	0	0	0
AC131710.2	0	0	0	0	0	0	1	0
AC131720.1	0	0	0	0	0	0	0	0
AC131720.2	0	0	0	0	0	0	0	0
AC131720.3	5.432	4.689	8.984	11.998	5.548	8.503	10.44	11.004
AC131739.1	0	0	0	0	0	0	1.104	0
AC131743.1	0	0	0	3	3	0	1.091	2
AC131743.2	0	0	0	0	0	0	0	0
AC131743.3	0	0	0	0	0	1	0	0
AC131743.4	0	1	0	5	0	1	0	0
AC131743.5	2	0	1	0	0	0	3	1
AC131745.1	0	0	0	0	0	0	0	0
AC131745.2	0	0	0	0	0	0	0	0
AC131745.3	0	0	0	0	0	0	0	0
AC131747.1	0	0	0	0	0	0	0	0
AC131747.2	0	0	0	0	0	0	0	0
AC131759.1	0	0	8	10.03	0	0	1.001	1
AC131777.1	0	0	0	0	0	0	0	0
AC131795.1	0	0	0	0	0	1	0	0
AC131912.1	0	0	0	0	0	0	0	0
AC131997.1	0	0	0	0	0	0	0	0
AC131997.2	0	0	0	0	0	0	0	0
AC132104.1	0	0	0	0	0	0	0	0
AC132104.2	0	0	0	0	0	0	0	0
AC132112.1	0	0	0	0	0	0	0	0
AC132121.1	1	0	0	0	0	0	0	0
AC132221.1	1.598	1.628	12.219	9.178	1.489	2.862	5.042	7.807
AC132232.1	0	0	0	0	0	0	0	0
AC132237.1	0	0	6.114	0	0	0	0	0
AC132237.2	0	0	0	0	0	0	0	0
AC132237.3	0	0	0	0	0	0	0	0
AC132239.1	1	0	3	1	2	0	0	0
AC132247.1	0	0	0	0	0	0	0	0
AC132260.1	0	0	0	0	0	0	0	0
AC132260.2	0	0	0	0	0	0	0	0
AC132265.1	1	0	2	0	12	1	10	0
AC132304.1	0	1	0	1	0	2	0	0
AC132315.1	0	0	1	1	0	0	0	0
AC132317.1	28	11	46	20	48	20	31	20
AC132317.2	0	0	0	0	0	0	0	0
AC132324.1	2	0	1	0	0	0	0	0
AC132336.1	0	0	4	0	0	1	1	3
AC132344.1	0	0	0	0	0	0	1	0
AC132384.1	0	0	0	0	0	0	0	0
AC132384.10	0	0	0	0	0	0	0	0
AC132384.11	0	0	0	0	0	0	0	0
AC132384.12	0	2	1.001	1.001	2	0	1	2
AC132384.13	0	0	0	0	0	0	0	0
AC132384.14	0	0	0	0	0	0	0	0
AC132384.2	0	1	0	0	0	0	0	0
AC132384.3	0	0	0	0	0	0	0	0
AC132384.4	0	0	0	0	0	0	0	0
AC132384.5	0	0	0	0	0	0	0	0
AC132384.6	0	0	0	0	0	0	0	0
AC132384.7	0	0	0	0	0	0	0	0
AC132384.8	0	0	0	0	0	0	0	0
AC132384.9	0	0	0	0	0	0	0	0
AC132392.1	73.671	106.792	68.705	134.083	186.506	116.296	301.504	179.019
AC132412.1	0	0	0	0	0	1	0	0
AC132433.1	0	0	0	0	1	0	0	0
AC132437.1	0	0	0	0	0	0	0	0
AC132446.1	0	0	0	0	0	0	0	0
AC132465.1	0	0	0	0	0	0	0	0
AC132465.2	0	0	0	0	0	0	0	0
AC132465.3	0	0	0	0	0	0	0	0
AC132467.1	0	0	0	0	0	0	0	0
AC132467.2	0	0	0	0	0	0	0	0
AC132468.1	0	0	0	0	0	0	0	0
AC132474.1	0	0	0	0	0	0	0	0
AC132474.2	0	0	0	0	0	0	1	0
AC132474.3	0	0	0	0	0	0	0	0
AC132587.1	0	0	0	0	0	0	0	0
AC132590.1	0	0	0	0	0	0	0	0
AC132596.1	1	0	0	0	0	0	0	0
AC132615.1	0	0	0	0	0	0	0	0
AC132833.1	1	0	0	0	0	3.069	1.039	0
AC132833.2	0	0	4.245	0	0	0	0	0
AC132833.3	1	0	0	3	0	0	1	0
AC132833.4	0	0	0	0	0	0	0	0
AC132852.1	6.338	1.33	14.448	2.122	3	2	2.999	0
AC132852.2	8.662	2.67	15.552	3.878	0	0	1.001	0
AC132863.1	136.786	178.548	133.485	133.362	161.651	116.847	191.445	151.412
AC132863.2	3	5	14	5	23	8	15	5
AC132881.1	2.35	0	0	0	0	0	0	0
AC132881.2	0	0	0	0	0	0	0	0
AC132901.1	0	0	0	0	0	0	0	0
AC132918.1	0	0	0	0	0	0	0	0
AC132954.1	1	0	1	0	0	0	0	0
AC132954.2	0	0	1.328	0	1.343	1.34	0	0
AC133076.1	0	0	1	0	0	0	0	0
AC133076.2	0	0	0	1	0	1	0	1
AC133079.1	0	0	0	0	0	0	0	0
AC133083.1	0	0	0	0	0	0	0	0
AC133083.2	0	0	0	0	0	0	0	0
AC133087.1	0	0	0	0	0	0	0	0
AC133101.1	4.197	0	2.092	1.031	3.127	7.525	4.182	1.031
AC133156.1	0	0	1	0	0	0	3	0
AC133156.2	0	0	1	0	0	0	0	1
AC133176.1	0	0	0	0	0	0	0	0
AC133183.1	0	0	0	0	0	0	0	0
AC133183.2	0	0	0	0	0	0	0	0
AC133189.1	0	0	0	0	0	0	0	0
AC133189.2	0	0	0	0	0	0	0	0
AC133189.3	0	0	0	0	0	0	0	0
AC133203.1	0	1	0	0	0	0	0	0
AC133203.2	0	0	0	0	0	0	0	0
AC133207.1	0	0	3.221	0	0	1	0	0
AC133207.2	0	0	0	0	0	0	0	0
AC133207.3	0	0	0	0	0	0	0	0
AC133283.1	0	0	2	0	0	0	0	0
AC133496.1	0	1	1	1	2	3	5	0
AC133498.1	1	0	6	1	2.024	1	0	4.031
AC133499.1	1	0	1	0	1	0	0	0
AC133517.1	0	0	0	0	0	0	0	0
AC133517.2	0	0	0	0	0	0	0	0
AC133598.1	0	0	0	0	0	0	0	0
AC133598.2	0	0	0	0	0	0	0	0
AC133598.3	0	0	3	4	0	0	1	1
AC133598.4	0	0	0	0	0	0	0	0
AC133598.5	198	132	234	76	210	111	151	55
AC133602.1	0	0	0	0	0	0	1	0
AC133650.1	1	4	1	0	0	0	0	0
AC133650.2	0	0	0	0	0	0	0	0
AC133654.1	0	0	0	0	0	0	0	1
AC133910.1	0	0	0	0	0	0	0	0
AC133934.1	0	0	0	0	0	0	0	0
AC133934.2	0	4	0	1.006	1	0	0	1.006
AC133947.1	6	2	2	1	1	5	0	2
AC133948.1	0	0	0	0	0	0	0	0
AC133948.2	0	0	0	0	0	0	0	0
AC133958.1	0	0	0	0	0	0	0	0
AC134248.1	0	0	0	0	0	0	0	0
AC134254.1	0	0	0	0	2.007	0	1	1
AC134254.2	0	0	0	0	0	6.301	0	9.247
AC134254.3	15.803	23.072	32.39	33.795	14.313	44.224	22.535	60.342
AC134254.4	4.549	3.189	15.724	36.708	3.797	21.308	7.682	32.623
AC134254.5	4.778	1.234	1.808	8.059	0	0	3.447	1.331
AC134328.1	0	0	5.016	0	0	0	0	0
AC134329.1	39	18	39	13	72	19	71	16
AC134329.2	0	0	0	0	0	0	0	0
AC134333.1	0	0	0	0	0	0	0	0
AC134334.1	0	0	0	0	0	0	0	0
AC134334.2	0	0	0	0	0	0	0	0
AC134335.1	0	0	0	0	0	0	0	0
AC134335.2	0	0	0	0	0	0	0	0
AC134414.1	0	0	0	0	0	0	0	0
AC134420.1	0	0	0	0	0	0	0	0
AC134439.1	5.678	2	4.968	4	13.193	3	11.803	3
AC134439.2	0	0	0	0	1	0	3	1
AC134439.3	3	1	1	2	2	2	2	1
AC134462.1	0	3	3	2	0	0	1	2
AC134468.1	0	0	0	0	0	0	0	0
AC134468.2	0	0	0	0	0	0	0	0
AC134528.1	0	0	0	0	0	0	0	0
AC134537.1	0	0	1	0	0	0	1	0
AC134537.2	2	0	0	0	0	0	0	0
AC134537.3	5	8.953	11.096	7	0	1.999	7	5
AC134577.1	0	0	0	0	0	0	0	0
AC134577.2	0	0	1	0	0	0	0	1
AC134577.3	0	0	0	0	0	0	0	0
AC134596.1	0	0	0	0	0	0	0	0
AC134596.2	0	0	0	0	0	1.956	0	2.183
AC134601.1	0	0	0	1	0	0	0	0
AC134601.2	0	0	0	0	0	0	0	0
AC134601.3	0	0	0	0	0	0	0	0
AC134606.1	0	0	0	0	0	0	0	0
AC134607.1	3.37	1.285	4.836	2.76	4.757	4.215	1.737	4.222
AC134607.2	0	0	0	0	0	0	0	0
AC134793.1	1	0	0	0	0	0	0	0
AC134859.1	0	0	0	0	0	0	0	0
AC134860.1	2.562	5.986	2.321	2.211	2.457	5.877	5.952	6.507
AC134860.2	1.008	1.028	1.019	2.039	2.022	2.039	0	1.018
AC134860.3	0	1	0	0	0	0	0	1
AC134860.4	0	0	0	0	0	0	0	0
AC134860.5	0	0	0	0	0	0	0	0
AC134860.6	0	0	0	0	0	0	0	0
AC134864.1	0	0	0	0	0	0	0	0
AC134869.1	12	4	9	9	9	3	12	12
AC134869.2	0	0	0	0	0	0	0	0
AC134869.3	0	0	0	0	0	0	0	0
AC134869.4	0	0	0	0	0	0	0	0
AC134898.1	0	0	0	0	0	0	0	0
AC134900.1	0	0	0	0	0	0	0	0
AC134913.1	0	0	0	0	0	0	0	0
AC134913.2	0	0	0	1	0	0	0	1
AC134917.1	117.669	90.977	251.301	190.211	36.432	190.245	77.815	250.803
AC134917.2	0	2.976	2.666	2.7	0	2.464	0	1.272
AC134917.3	9.169	2.797	10.851	10.597	21.8	10.803	33.319	23.977
AC135019.1	0	0	0	0	0	0	0	0
AC135083.1	0	0	0	0	1	0	0	1
AC135083.2	0	0	0	0	0	0	0	0
AC135086.1	0	0	0	0	0	1	1	0
AC135114.1	0	0	0	0	0	0	0	0
AC135119.1	0	0	0	0	0	0	0	1
AC135292.1	0	4.001	0	0	0	0	0	0
AC135292.2	0	0	0	0	0	0	0	0
AC135353.1	0	0	0	0	0	0	0	0
AC135377.1	4.75	6.628	1.349	4.294	2.782	7.107	1.571	7.739
AC135469.1	0	1	0	0	0	0	0	1
AC135637.1	0	0	0	0	0	0	0	0
AC135669.1	1	0	0	0	0	0	0	0
AC135669.2	1	0	0	4	3	3	1	4
AC135963.1	0	0	0	0	0	0	0	0
AC136019.1	0	0	2	0	0	0	0	1
AC136146.1	3.699	0	0	0	0	0	0	0
AC136376.1	0	0	0	0	0	0	0	0
AC136376.2	0	0	0	0	0	0	1.544	1.513
AC136457.1	0	0	0	0	0	0	0	0
AC136976.1	0	0	0	0	0	0	0	0
AC136986.1	0	1	0	0	3	0	3	0
AC136986.2	0	0	2	0	0	0	0	0
AC137117.1	0	0	0	0	0	0	0	0
AC137117.2	0	0	0	0	0	0	0	0
AC137117.3	3.068	4.485	2.038	1.013	0	2.045	3.062	7.156
AC137127.1	1	0	0	0	0	0	0	0
AC137127.2	0	0	0	0	0	0	0	0
AC137127.3	0	0	0	0	7	0	1	0
AC137678.1	0	0	0	0	0	0	0	0
AC137842.1	32.549	24.488	60.999	55.79	30.959	22.119	35.642	19.139
AC137842.2	8.395	3.14	3.344	1.421	8.175	3.302	6.615	11.519
AC137842.3	10	5	6	2	4	5.002	1	10
AC137871.1	1.035	2.099	3.158	9.508	2.112	3.277	2.096	6.326
AC137871.2	0	1	0	0	2	0	1	0
AC137871.3	0	0	0	0	0	0	0	0
AC137871.4	1	3	0	1	1.049	3.104	0	5.158
AC137902.1	3	1	2.036	2	0	1	0	1
AC137902.2	0	0	0	0	0	0	0	0
AC137950.1	0	0	1	0	0	0	0	0
AC137950.2	0	0	0	0	0	0	0	0
AC137950.3	0	0	0	0	0	0	0	0
AC137961.1	0	0	0	0	0	0	0	0
AC138027.1	0	0	0	0	0	0	0	0
AC138214.1	1	0	0	0	0	0	0	0
AC138221.1	0	0	2.001	0	0	0	1	1.001
AC138284.1	0	0	1	1	0	1	0	0
AC138284.2	0	0	0	0	0	0	0	0
AC138284.3	282.594	337.209	319.35	613.395	165.176	278.482	311.451	356.913
AC138284.4	31	11	29	29	17	35	39	33
AC138284.5	0	0	0	0	0	0	0	0
AC138290.1	0	0	0	0	0	0	0	0
AC138290.2	0	0	0	0	0	0	0	0
AC138329.1	0	0	0	0	0	0	0	0
AC138329.2	0	0	0	0	0	0	0	0
AC138330.1	9	4	17	10	2	3	8	5
AC138401.1	0	0	0	0	0	0	0	0
AC138401.2	0	0	0	1	0	0	0	0
AC138604.1	0	0	1	0	0	0	0	0
AC138604.2	4	2	11	11	4	4	4	2
AC138667.1	0	0	0	0	0	0	0	0
AC138667.2	2	1	0	0	0	0	0	0
AC138716.1	0	0	0	0	3.002	2.003	1.001	1.001
AC138716.2	5	4	15	17	5	6	10	18
AC138718.1	0	0	0	0	0	0	0	0
AC138765.1	0	0	0	0	0	0	0	0
AC138765.2	1	0	0	3	2	0	0	1
AC138765.3	0	0	0	0	0	0	0	0
AC138767.1	0	3.707	2.501	2.44	5.164	0	3.837	1.171
AC139054.1	0	4.382	2.914	1.466	4.396	0	3.79	1.37
AC139130.1	0	0	0	0	0	0	1	0
AC139155.1	0	0	0	0	0	0	0	0
AC139186.1	0	0	0	0	0	0	0	0
AC139197.1	0	0	0	0	0	0	0	0
AC139209.2	0	0	0	0	0	0	0	0
AC139218.1	0	0	1.11	0	0	0	0	0
AC139294.1	3.003	0	7.987	0	2.861	0.99	1.09	1.005
AC139294.2	0	0	0	0	0	0	0	0
AC139319.1	0	0	0	0	0	0	0	0
AC139323.1	29	24	34	31	24	34	27	35
AC139350.1	0	0	0	0	0	0	0	0
AC139350.2	0	0	0	0	0	0	0	0
AC139350.3	1	0	1	0	1	0	0	0
